age,job,marital,education,default,balance,housing,loan,contact,day,month,duration
27,admin.,married,secondary,no,639,no,yes,cellular,14,jul,243
52,services,single,secondary,no,1810,no,no,telephone,19,nov,117
37,management,married,tertiary,no,410,no,no,cellular,29,jan,337
34,blue-collar,divorced,secondary,no,-566,yes,no,unknown,26,may,248
42,blue-collar,married,secondary,no,-921,yes,no,unknown,26,may,115
39,blue-collar,married,unknown,no,157,yes,no,unknown,30,may,99
34,housemaid,married,tertiary,no,0,no,no,cellular,26,may,141
53,blue-collar,married,primary,no,53,yes,no,cellular,7,apr,208
49,technician,married,secondary,no,1091,no,no,telephone,30,jul,47
46,management,divorced,tertiary,no,743,no,no,unknown,5,jun,36
47,entrepreneur,married,unknown,no,209,yes,no,unknown,6,may,135
24,management,single,tertiary,no,172,no,no,cellular,3,jul,67
58,entrepreneur,married,secondary,no,2,no,no,unknown,16,jun,684
25,student,single,secondary,no,1116,yes,no,cellular,2,mar,170
49,blue-collar,married,secondary,no,-55,no,no,unknown,17,jun,150
30,management,single,tertiary,no,329,yes,no,unknown,6,jun,122
46,blue-collar,married,secondary,no,494,yes,no,unknown,26,may,724
55,retired,married,secondary,no,159,no,no,cellular,28,aug,159
44,blue-collar,married,primary,no,-14,yes,yes,unknown,19,may,179
49,services,married,secondary,no,5673,no,yes,cellular,4,aug,357
33,student,single,unknown,no,5969,no,no,cellular,4,sep,156
48,technician,married,tertiary,no,0,no,no,telephone,26,aug,176
57,retired,married,unknown,no,1621,yes,no,unknown,19,jun,108
34,blue-collar,married,secondary,no,360,yes,no,telephone,19,nov,46
51,services,married,secondary,no,867,yes,no,cellular,3,feb,177
32,management,single,tertiary,no,151,yes,no,unknown,6,may,118
48,services,married,primary,yes,-583,yes,no,unknown,2,jun,25
49,blue-collar,married,tertiary,no,1784,no,no,unknown,12,jun,753
30,management,married,tertiary,no,3134,yes,no,cellular,17,jul,124
50,management,married,tertiary,no,-470,yes,no,cellular,19,nov,130
34,technician,married,secondary,no,-346,no,no,cellular,13,aug,136
69,retired,married,secondary,no,745,no,no,telephone,9,sep,595
26,technician,single,secondary,no,261,yes,no,unknown,27,may,371
27,management,single,tertiary,no,88,no,no,cellular,4,may,143
46,blue-collar,married,primary,no,91,yes,no,cellular,6,may,29
41,entrepreneur,married,tertiary,no,171,yes,no,cellular,19,nov,209
35,services,married,secondary,no,505,yes,yes,unknown,27,may,371
35,technician,single,secondary,no,126,no,no,cellular,22,aug,112
33,blue-collar,married,secondary,no,-241,yes,yes,unknown,27,may,169
57,blue-collar,married,primary,no,5431,yes,yes,unknown,6,may,383
34,admin.,single,secondary,no,852,no,no,cellular,14,apr,108
27,blue-collar,married,secondary,yes,-584,yes,no,cellular,7,may,411
42,self-employed,married,secondary,no,97,no,no,cellular,10,jul,108
31,technician,single,secondary,no,628,yes,no,unknown,12,may,1083
39,blue-collar,married,primary,no,1564,no,no,unknown,17,jun,57
26,blue-collar,single,secondary,no,856,yes,yes,cellular,30,jul,95
40,management,single,tertiary,no,1509,no,no,cellular,15,mar,144
52,services,married,secondary,no,-888,no,no,cellular,16,jul,135
40,technician,single,tertiary,no,226,no,no,cellular,15,jan,176
48,technician,married,secondary,no,127,no,yes,cellular,7,aug,524
31,services,married,secondary,no,413,yes,no,unknown,13,may,65
40,management,divorced,tertiary,no,69,yes,no,cellular,6,may,503
34,admin.,married,secondary,no,1499,yes,no,cellular,13,apr,186
29,self-employed,married,tertiary,no,751,yes,no,unknown,23,may,121
36,management,married,tertiary,no,61,no,yes,cellular,19,aug,452
56,housemaid,married,tertiary,no,1922,yes,no,cellular,24,jul,247
43,management,divorced,tertiary,no,99,no,no,cellular,29,jan,24
23,student,single,secondary,no,1021,no,no,telephone,19,jun,79
44,technician,married,tertiary,no,1146,no,no,cellular,4,jul,178
46,management,divorced,secondary,no,558,no,no,cellular,19,aug,126
29,admin.,single,secondary,no,1448,no,no,cellular,10,mar,217
30,management,single,tertiary,no,604,no,yes,cellular,2,feb,475
49,unknown,married,secondary,no,0,no,no,cellular,28,aug,173
41,technician,married,secondary,no,0,no,no,cellular,11,mar,101
29,admin.,married,secondary,no,22171,yes,no,cellular,18,may,44
57,management,married,tertiary,no,0,no,no,cellular,19,aug,188
33,technician,married,secondary,no,-163,yes,yes,cellular,8,aug,502
75,retired,married,secondary,no,26452,no,no,telephone,15,jul,219
53,self-employed,married,tertiary,no,2627,yes,yes,unknown,16,jun,18
34,management,married,tertiary,no,1906,yes,no,cellular,14,jul,68
34,blue-collar,married,primary,no,-319,yes,yes,cellular,9,jul,134
36,management,married,tertiary,no,-296,yes,no,cellular,14,may,113
39,technician,married,tertiary,no,209,no,no,unknown,23,jul,36
28,blue-collar,single,secondary,no,416,yes,no,unknown,13,may,452
40,services,married,tertiary,no,35,no,no,cellular,3,jul,318
28,blue-collar,single,secondary,no,0,yes,no,unknown,28,may,386
28,technician,single,secondary,no,126,no,no,cellular,3,mar,229
33,technician,divorced,tertiary,no,-386,yes,no,unknown,23,may,530
56,blue-collar,married,primary,no,379,no,no,cellular,13,aug,58
45,self-employed,married,secondary,no,706,no,no,cellular,30,apr,78
39,technician,married,secondary,no,9121,no,no,unknown,5,jun,147
28,management,single,tertiary,no,1466,yes,no,cellular,25,jul,40
52,blue-collar,married,primary,no,36,no,no,cellular,13,aug,109
41,blue-collar,married,primary,no,951,yes,no,cellular,20,apr,23
41,blue-collar,married,secondary,no,121,yes,no,cellular,13,may,16
59,services,married,secondary,no,204,no,no,cellular,23,jul,286
32,services,single,secondary,no,2478,no,yes,cellular,20,nov,395
34,management,married,tertiary,no,4170,yes,no,unknown,21,may,935
40,services,divorced,unknown,no,4384,yes,no,unknown,5,may,315
42,admin.,married,secondary,no,3165,yes,no,unknown,16,jun,298
39,unknown,single,secondary,no,914,no,no,unknown,5,jun,20
25,technician,single,secondary,no,2157,yes,no,cellular,21,jul,339
55,management,married,tertiary,no,6880,no,no,cellular,8,aug,353
30,management,married,tertiary,no,42,no,no,cellular,25,aug,115
37,blue-collar,married,unknown,no,603,yes,no,unknown,23,may,773
21,services,single,secondary,no,361,no,no,telephone,5,jun,329
33,blue-collar,divorced,secondary,no,474,no,no,cellular,22,jul,400
55,retired,married,primary,no,4424,no,no,cellular,5,aug,67
26,technician,single,secondary,no,2610,yes,yes,unknown,2,jun,626
32,blue-collar,married,secondary,no,687,yes,no,unknown,9,may,61
31,blue-collar,married,secondary,no,631,yes,no,unknown,23,may,248
34,blue-collar,married,primary,no,351,no,yes,cellular,14,jul,326
33,technician,single,tertiary,no,316,no,no,cellular,21,aug,126
35,technician,married,secondary,no,2,no,no,telephone,28,jan,653
51,technician,married,secondary,no,463,yes,no,unknown,13,may,213
48,management,divorced,tertiary,no,507,yes,no,cellular,9,apr,528
50,blue-collar,married,primary,no,-1,no,no,cellular,19,aug,195
50,management,married,tertiary,no,0,no,no,cellular,9,jul,243
37,blue-collar,married,primary,no,37,yes,no,cellular,13,may,24
44,admin.,single,secondary,no,2524,no,no,unknown,19,jun,82
42,entrepreneur,married,primary,yes,66,yes,yes,cellular,6,feb,139
49,blue-collar,divorced,unknown,no,39,yes,no,cellular,13,may,27
39,housemaid,married,primary,no,267,no,no,unknown,9,jun,1151
37,blue-collar,married,unknown,no,897,yes,no,cellular,13,apr,119
57,admin.,divorced,unknown,no,4012,no,no,cellular,20,nov,915
42,blue-collar,married,primary,no,1520,yes,no,cellular,5,feb,115
36,blue-collar,divorced,secondary,no,-140,yes,no,unknown,26,may,222
75,retired,divorced,primary,no,852,no,no,cellular,15,mar,341
38,blue-collar,single,secondary,no,578,yes,no,unknown,21,may,112
40,blue-collar,married,primary,yes,0,yes,no,unknown,6,may,64
34,management,single,tertiary,no,1171,yes,no,cellular,10,jul,129
29,technician,single,tertiary,no,452,yes,no,cellular,11,may,59
39,technician,single,secondary,no,122,yes,no,unknown,2,jun,158
36,unemployed,married,secondary,no,-35,no,no,cellular,30,jan,339
38,technician,married,secondary,no,4030,yes,no,cellular,19,nov,75
32,self-employed,married,tertiary,no,3601,no,no,cellular,22,aug,171
38,entrepreneur,married,secondary,no,157,no,yes,cellular,15,may,57
44,management,married,secondary,yes,0,yes,no,cellular,11,jul,96
52,technician,married,secondary,no,64,no,no,telephone,29,aug,20
43,blue-collar,married,primary,no,7343,yes,no,unknown,2,jun,217
34,blue-collar,married,secondary,no,-563,yes,no,unknown,26,may,252
35,unknown,married,primary,no,365,no,no,cellular,29,aug,41
33,blue-collar,single,secondary,no,13494,yes,no,unknown,20,jun,27
29,blue-collar,single,secondary,no,770,yes,no,cellular,17,apr,341
49,entrepreneur,married,primary,no,199,no,no,unknown,13,may,113
57,housemaid,married,secondary,no,0,no,no,cellular,22,aug,197
30,blue-collar,married,secondary,no,501,yes,yes,unknown,27,may,514
49,unknown,married,unknown,no,301,no,no,cellular,14,aug,789
73,retired,married,primary,no,1388,no,no,cellular,20,jul,146
39,technician,single,secondary,no,102,yes,no,cellular,14,aug,272
57,technician,divorced,primary,no,13,yes,no,cellular,8,may,323
55,management,married,tertiary,no,0,yes,no,unknown,14,may,159
45,admin.,married,secondary,no,638,yes,no,cellular,20,aug,75
32,blue-collar,married,secondary,no,101,yes,no,unknown,19,may,191
49,self-employed,married,secondary,no,1103,no,no,cellular,12,aug,428
29,services,married,secondary,no,3748,no,no,cellular,28,may,322
55,technician,married,secondary,no,955,yes,no,cellular,29,jan,104
38,admin.,divorced,tertiary,no,86,yes,no,unknown,6,may,218
35,management,single,secondary,no,81,yes,no,cellular,29,jan,79
36,admin.,married,secondary,no,-423,yes,yes,unknown,13,may,106
30,blue-collar,single,primary,no,395,no,no,cellular,21,nov,429
31,technician,single,secondary,no,433,no,no,cellular,11,aug,1504
26,admin.,single,secondary,no,609,no,no,telephone,28,jan,112
34,technician,single,secondary,no,1076,no,no,cellular,8,aug,70
33,unknown,married,secondary,no,2727,no,no,cellular,6,aug,205
51,housemaid,married,primary,no,492,yes,no,unknown,20,may,142
39,services,married,secondary,no,124,yes,no,cellular,31,jul,81
33,admin.,married,tertiary,no,69,no,yes,cellular,4,may,77
38,management,married,tertiary,no,0,yes,no,cellular,13,may,537
55,blue-collar,married,primary,no,4103,no,no,cellular,19,nov,291
38,technician,single,tertiary,no,744,yes,no,cellular,14,may,283
56,unemployed,divorced,primary,no,802,no,no,telephone,3,feb,258
31,admin.,single,secondary,no,757,no,no,cellular,3,feb,343
44,admin.,divorced,secondary,no,432,no,no,cellular,9,feb,132
57,management,married,tertiary,no,1172,no,no,unknown,18,jun,26
29,blue-collar,single,secondary,no,9,yes,no,cellular,11,may,262
31,services,married,secondary,no,428,yes,no,unknown,21,may,272
35,technician,single,tertiary,no,7546,yes,no,cellular,28,dec,137
31,blue-collar,married,primary,no,620,no,no,cellular,30,mar,95
35,self-employed,married,tertiary,no,8647,no,no,cellular,19,nov,140
40,management,single,secondary,no,192,yes,no,unknown,16,may,71
39,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,502
43,technician,single,tertiary,no,27733,yes,no,unknown,3,jun,164
44,entrepreneur,married,primary,no,276,yes,yes,unknown,15,may,219
40,technician,married,secondary,no,782,yes,no,unknown,14,may,224
33,entrepreneur,married,primary,no,82,yes,no,cellular,18,nov,63
46,management,married,tertiary,no,1008,no,no,cellular,29,aug,24
27,unknown,single,tertiary,no,6421,no,no,telephone,28,jan,147
54,housemaid,married,unknown,no,0,no,no,cellular,14,apr,94
41,technician,married,secondary,no,351,yes,no,cellular,9,jul,175
34,technician,married,tertiary,no,5060,yes,no,cellular,21,aug,12
39,technician,single,tertiary,no,-41,no,yes,cellular,25,aug,40
27,services,single,secondary,no,-124,no,no,cellular,18,jul,217
31,blue-collar,married,secondary,no,79,yes,yes,cellular,23,jul,235
56,retired,married,primary,no,-1,no,no,cellular,27,aug,89
42,management,married,tertiary,no,603,yes,no,cellular,5,nov,298
39,blue-collar,married,primary,no,20,yes,no,unknown,7,may,109
50,management,married,tertiary,no,-94,no,yes,unknown,25,jun,75
38,technician,married,secondary,no,994,no,no,unknown,9,jun,119
33,management,single,tertiary,no,201,yes,no,cellular,19,nov,171
56,retired,married,secondary,no,-113,yes,yes,cellular,12,aug,614
45,blue-collar,married,primary,no,2128,yes,no,unknown,19,may,149
36,management,single,tertiary,no,-679,yes,yes,cellular,7,may,172
40,management,married,tertiary,no,-7,no,yes,telephone,25,jul,697
37,technician,single,secondary,yes,375,no,no,unknown,9,jun,223
45,technician,married,secondary,no,1415,yes,no,cellular,17,nov,483
34,unemployed,single,secondary,no,0,no,no,cellular,17,nov,63
27,admin.,single,secondary,no,3638,no,no,cellular,11,jul,271
33,technician,married,tertiary,no,8023,no,no,cellular,25,feb,196
31,blue-collar,single,tertiary,no,2197,yes,no,unknown,23,may,146
46,housemaid,married,primary,no,19,yes,no,telephone,21,jul,171
29,self-employed,married,tertiary,no,242,yes,no,cellular,18,jul,73
53,unknown,married,unknown,no,13,no,no,telephone,28,jan,69
32,technician,married,secondary,no,286,no,no,cellular,20,apr,60
32,blue-collar,divorced,secondary,no,0,yes,no,unknown,2,jun,746
35,management,married,tertiary,no,93,no,no,cellular,4,may,198
30,technician,married,tertiary,no,101,yes,yes,cellular,7,jul,187
39,entrepreneur,married,primary,no,238,yes,yes,cellular,19,nov,134
34,technician,single,secondary,no,2178,yes,no,cellular,26,may,41
31,student,single,tertiary,no,64,no,no,cellular,15,sep,208
35,blue-collar,single,unknown,no,871,yes,no,unknown,6,jun,216
76,retired,divorced,primary,no,86,no,no,cellular,12,aug,192
42,blue-collar,married,secondary,no,179,yes,no,cellular,17,nov,96
31,blue-collar,single,secondary,no,16,no,no,cellular,7,jul,387
29,management,single,secondary,no,417,no,no,cellular,7,oct,90
38,services,married,secondary,no,-762,yes,yes,unknown,30,may,408
46,blue-collar,married,primary,no,2749,yes,no,cellular,17,nov,332
32,blue-collar,single,secondary,no,1721,yes,no,unknown,21,may,650
37,services,married,secondary,no,4760,yes,no,cellular,8,may,182
32,technician,single,secondary,no,2979,no,no,cellular,25,may,156
43,management,married,tertiary,no,690,yes,no,cellular,6,aug,171
50,blue-collar,divorced,secondary,no,203,yes,no,telephone,19,nov,265
34,blue-collar,married,secondary,no,322,yes,no,cellular,20,apr,10
36,technician,married,tertiary,no,0,no,no,cellular,22,aug,147
43,self-employed,married,secondary,no,634,yes,no,cellular,17,nov,65
49,entrepreneur,married,secondary,no,273,no,no,cellular,23,jul,58
29,management,single,tertiary,no,3357,no,no,cellular,21,jul,120
35,management,married,tertiary,no,1100,no,yes,cellular,29,jan,127
56,admin.,married,secondary,no,0,yes,no,telephone,19,nov,154
53,blue-collar,married,secondary,no,0,no,no,telephone,31,jul,36
54,entrepreneur,married,tertiary,no,1544,no,yes,cellular,5,feb,85
32,services,single,unknown,no,6145,yes,no,cellular,14,may,362
41,self-employed,married,secondary,no,28,yes,no,cellular,11,may,49
38,management,married,tertiary,no,12877,no,no,unknown,17,jun,118
39,blue-collar,married,secondary,no,293,yes,no,unknown,23,may,160
26,services,single,secondary,no,5533,yes,no,cellular,7,may,582
34,blue-collar,married,secondary,no,3990,yes,no,cellular,24,jul,633
36,services,married,secondary,no,1328,yes,no,unknown,6,jun,82
33,management,single,tertiary,no,23,no,no,cellular,20,aug,216
28,student,single,secondary,no,0,yes,no,unknown,15,may,133
49,management,married,tertiary,no,92,yes,no,unknown,6,may,221
31,admin.,single,secondary,no,144,yes,no,unknown,4,jul,43
52,management,married,tertiary,no,1339,yes,no,cellular,22,aug,343
54,services,married,unknown,no,386,no,yes,cellular,19,nov,74
43,blue-collar,married,primary,no,7727,yes,no,unknown,15,may,302
55,entrepreneur,married,secondary,no,204,no,no,cellular,14,jul,455
40,self-employed,married,tertiary,no,642,no,no,cellular,18,nov,147
45,unemployed,divorced,secondary,no,728,yes,yes,cellular,18,nov,107
45,entrepreneur,married,primary,no,2418,yes,no,unknown,14,may,120
51,housemaid,married,secondary,no,260,no,no,cellular,27,aug,316
52,admin.,married,secondary,no,395,yes,no,unknown,15,may,391
37,management,single,tertiary,no,9,no,no,cellular,26,aug,484
69,retired,married,primary,no,279,no,no,telephone,12,aug,26
36,blue-collar,married,primary,no,49,yes,no,cellular,15,may,232
37,blue-collar,married,secondary,no,2023,yes,no,cellular,10,jul,214
50,blue-collar,married,secondary,no,372,yes,no,telephone,11,may,21
34,blue-collar,single,primary,no,464,yes,no,cellular,18,may,173
48,management,married,secondary,no,117,yes,no,cellular,16,apr,635
